 2018 1 1 0 3.8 75 1.5 13.9
 2018 1 1 1 4.3 75 1.5 13.9
 2018 1 1 2 4.8 76 1.5 13.9
 2018 1 1 3 5.4 77 1.5 13.8
 2018 1 1 4 5.1 78 1.5 13.8
 2018 1 1 5 4.9 80 1.5 13.7
 2018 1 1 6 4.7 81 1.5 13.7
 2018 1 1 7 5.1 82 1.5 13.7
 2018 1 1 8 5.5 84 1.5 13.6
 2018 1 1 9 5.9 85 1.5 13.6
 2018 1 1 10 5.2 87 1.5 13.5
 2018 1 1 11 4.5 89 1.5 13.5
 2018 1 1 12 3.9 91 1.5 13.5
 2018 1 1 13 4.3 90 1.5 13.4
 2018 1 1 14 4.8 90 1.5 13.4
 2018 1 1 15 5.2 90 1.5 13.4
 2018 1 1 16 4.7 93 1.5 13.3
 2018 1 1 17 4.2 97 1.5 13.3
 2018 1 1 18 3.7 101 1.5 13.3
 2018 1 1 19 4.3 98 1.5 13.4
 2018 1 1 20 4.9 95 1.5 13.4
 2018 1 1 21 5.5 92 1.5 13.4
 2018 1 1 22 5.1 93 1.5 13.5
 2018 1 1 23 4.7 93 1.5 13.5
 2018 1 2 0 4.3 94 1.5 13.7
 2018 1 2 1 4.4 90 1.5 13.9
 2018 1 2 2 4.5 86 1.5 14.1
 2018 1 2 3 4.6 83 1.5 14.2
 2018 1 2 4 4.0 83 1.5 14.2
 2018 1 2 5 3.5 83 1.5 14.2
 2018 1 2 6 2.9 84 1.5 14.1
 2018 1 2 7 3.6 83 1.5 14.0
 2018 1 2 8 4.2 81 1.6 13.9
 2018 1 2 9 4.9 80 1.6 13.8
 2018 1 2 10 4.4 84 1.6 13.7
 2018 1 2 11 3.9 88 1.6 13.6
 2018 1 2 12 3.4 91 1.6 13.6
 2018 1 2 13 4.1 90 1.6 13.6
 2018 1 2 14 4.8 88 1.6 13.6
 2018 1 2 15 5.5 87 1.6 13.6
 2018 1 2 16 5.1 89 1.6 13.6
 2018 1 2 17 4.8 91 1.6 13.7
 2018 1 2 18 4.4 93 1.6 13.7
 2018 1 2 19 4.8 91 1.5 13.8
 2018 1 2 20 5.2 88 1.5 13.7
 2018 1 2 21 5.6 85 1.5 13.7
 2018 1 2 22 5.4 81 1.5 13.6
 2018 1 2 23 5.2 76 1.5 13.6
 2018 1 3 0 5.0 71 1.5 13.5
 2018 1 3 1 5.3 73 1.5 13.5
 2018 1 3 2 5.7 74 1.5 13.4
 2018 1 3 3 6.1 75 1.5 13.4
 2018 1 3 4 5.6 78 1.5 13.3
 2018 1 3 5 5.1 81 1.5 13.2
 2018 1 3 6 4.6 84 1.5 13.2
 2018 1 3 7 5.0 82 1.5 13.1
 2018 1 3 8 5.4 79 1.5 13.0
 2018 1 3 9 5.8 77 1.5 12.9
 2018 1 3 10 5.3 78 1.5 12.8
 2018 1 3 11 4.8 78 1.5 12.8
 2018 1 3 12 4.3 79 1.5 12.8
 2018 1 3 13 4.9 81 1.6 12.7
 2018 1 3 14 5.5 82 1.6 12.7
 2018 1 3 15 6.2 83 1.6 12.7
 2018 1 3 16 5.7 86 1.6 12.8
 2018 1 3 17 5.3 88 1.7 12.8
 2018 1 3 18 4.8 91 1.7 12.9
 2018 1 3 19 5.5 89 1.7 12.9
 2018 1 3 20 6.1 87 1.7 13.0
 2018 1 3 21 6.8 85 1.7 13.0
 2018 1 3 22 6.1 84 1.8 13.1
 2018 1 3 23 5.5 83 1.8 13.1
 2018 1 4 0 4.8 83 1.8 13.2
 2018 1 4 1 5.3 80 1.8 13.2
 2018 1 4 2 5.8 76 1.7 13.3
 2018 1 4 3 6.3 73 1.7 13.3
 2018 1 4 4 5.9 75 1.7 13.3
 2018 1 4 5 5.5 77 1.7 13.2
 2018 1 4 6 5.2 79 1.7 13.1
 2018 1 4 7 5.7 81 1.7 13.1
 2018 1 4 8 6.3 83 1.7 14.1
 2018 1 4 9 6.9 85 1.6 14.1
 2018 1 4 10 6.2 83 1.6 14.2
 2018 1 4 11 5.6 81 1.6 14.2
 2018 1 4 12 5.0 79 1.6 14.2
 2018 1 4 13 5.5 77 1.6 14.2
 2018 1 4 14 6.0 75 1.5 14.2
 2018 1 4 15 6.5 73 1.5 14.2
 2018 1 4 16 6.1 75 1.5 14.1
 2018 1 4 17 5.8 77 1.5 14.1
 2018 1 4 18 5.4 79 1.5 14.1
 2018 1 4 19 5.9 79 1.5 13.9
 2018 1 4 20 6.4 80 1.5 13.8
 2018 1 4 21 6.9 80 1.4 13.7
 2018 1 4 22 6.5 77 1.4 13.6
 2018 1 4 23 6.1 73 1.4 13.6
 2018 1 5 0 5.8 70 1.4 13.5
 2018 1 5 1 6.0 73 1.4 13.5
 2018 1 5 2 6.3 75 1.4 13.5
 2018 1 5 3 6.6 78 1.3 13.4
 2018 1 5 4 6.0 77 1.3 13.4
 2018 1 5 5 5.4 77 1.3 13.4
 2018 1 5 6 4.9 77 1.3 13.3
 2018 1 5 7 5.4 77 1.3 13.3
 2018 1 5 8 5.9 77 1.2 13.2
 2018 1 5 9 6.5 78 1.2 13.0
 2018 1 5 10 5.8 79 1.2 12.8
 2018 1 5 11 5.1 80 1.2 12.7
 2018 1 5 12 4.5 81 1.2 12.7
 2018 1 5 13 5.1 82 1.2 12.6
 2018 1 5 14 5.8 84 1.2 12.6
 2018 1 5 15 6.4 85 1.2 12.5
 2018 1 5 16 6.3 87 1.2 12.5
 2018 1 5 17 6.1 88 1.1 12.5
 2018 1 5 18 5.9 90 1.1 12.5
 2018 1 5 19 6.5 90 1.1 12.4
 2018 1 5 20 7.1 90 1.1 12.4
 2018 1 5 21 7.7 90 1.2 12.3
 2018 1 5 22 7.1 90 1.2 12.0
 2018 1 5 23 6.5 90 1.2 11.9
 2018 1 6 0 5.9 90 1.2 11.9
 2018 1 6 1 6.1 88 1.2 11.8
 2018 1 6 2 6.3 86 1.2 11.8
 2018 1 6 3 6.5 84 1.2 20.3
 2018 1 6 4 6.1 84 1.2 20.0
